regine_area;main_no;point_no;param_key;version_no_end;station_name;latitude;longitude;utm_east_z33;utm_north_z33
63;12;0;1001;1;Fjellanger;60,7971611;6,054623127;14141;6773401
64;2;0;1001;2;Steinslandsvatn;60,87186432;5,979554176;11228;6782227
64;5;0;1001;1;Øvre Helland;60,85824966;5,973473072;10690;6780766
64;6;0;1001;1;Solrenningsvatn (Vøvringevatnet);60,98348618;6,112276077;20077;6793595
64;10;0;1001;1;Steinsland;60,92573929;5,978143215;11978;6788199
65;1;0;1001;2;Hunvensvatnet;60,66710663;5,238712788;-32113;6765367
68;1;0;1001;1;Kløvtveitvatn;60,97053146;5,289796829;-24332;6798491
68;2;0;1001;0;Havelandselv;61,00558472;5,193134785;-28939;6803146
70;7;0;1001;1;Tistel;61,05389023;6,536719799;43919;6798345
70;8;0;1001;1;Målset;60,97331619;6,502296925;40905;6789664
71;1;0;1001;0;Skjerping;60,85893631;6,792996883;54955;6774985
71;5;0;1001;1;Feios;61,14293671;6,749968052;56620;6806737
72;1;0;1001;1;Klevevatn;60,71787262;7,211500168;75707;6756574
72;5;0;1001;2;Brekke bru;60,84999466;7,114254951;72197;6771850
72;7;0;1001;2;Vassbygdvatn;60,87571335;7,263466835;80603;6773734
72;8;0;1001;1;Aurdalsvatn;60,82726669;7,490491867;92254;6766929
72;22;0;1001;1;Låvisbrua;60,88526154;7,238070965;79357;6774956
72;71;0;1001;1;Frønningen dam;61,09579849;7,084111214;73879;6799287
73;1;0;1001;1;Lo bru;61,05896378;7,816027164;112711;6790644
73;2;0;1001;2;Stuvane;61,04415512;7,619073868;101938;6790186
73;3;0;1001;1;Skjærsbrui;61,09247589;7,518673897;97156;6796160
73;4;0;1001;1;Sælthun;61,05215836;7,700852871;106435;6790578
73;5;0;1001;1;Breistøl;61,02262497;8,034507751;124027;6785336
73;6;0;1001;1;Bergstølfoss;61,06023788;7,961112976;120527;6789934
73;7;0;1001;1;Ulvisbakken;61,07696533;7,97631979;121544;6791701
73;8;0;1001;1;Dilma;61,0302887;7,813097954;112203;6787480
73;9;0;1001;1;Nivla;61,0275116;7,660514832;103959;6788088
73;10;0;1001;1;Smeddalen;61,13822556;8,004052162;123765;6798337
73;14;0;1001;1;Valdresdøla;61,15519333;7,991439819;123291;6800292
73;21;0;1001;1;Frostdalen;61,1774025;8,029518127;125596;6802537
73;24;0;1001;1;Fossebakken;61,17866135;8,071578979;127864;6802436
73;27;0;1001;1;Sula;61,17078018;8,101554871;129378;6801391
74;5;0;1001;1;Nysetvatn;61,18310165;7,640898228;104854;6805461
74;11;0;1001;0;Tyinosen;61,27473068;8,140551567;132683;6812704
74;13;0;1001;1;Muradn;61,40075684;7,717245102;111647;6829139
74;15;0;1001;1;Utla;61,32176971;7,827309132;116532;6819727
74;16;0;1001;1;Langedalen;61,40148926;7,707270145;111126;6829280
74;18;0;1001;1;Fornabu;61,23335266;7,551174164;100689;6811580
74;24;0;1001;1;Nysetvatn;61,16975784;7,767128944;111448;6803223
74;108;0;1001;1;Raundalen i Utla;61,49818802;8,135410309;135029;6837527
74;109;0;1001;1;Gravdalen i Utla;61,51269913;8,137393951;135305;6839126
74;110;0;1001;1;Skogadalen i Utla;61,46507645;8,131203651;134417;6833877
75;2;0;1001;1;Ytri bru;61,50646973;7,70009613;112055;6840965
75;4;0;1001;1;Bergselv;61,50202942;7,803618908;117486;6839860
75;5;0;1001;0;Fortun;61,4967041;7,692988873;111556;6839925
75;18;0;1001;0;Fortun;61,49421692;7,686519146;111182;6839688
75;19;0;1001;1;Oppsarelv;61,53417969;7,554111004;104673;6844917
75;20;0;1001;1;Åsetvatn;61,57158279;7,567434788;105854;6848984
75;21;0;1001;1;Rausdal;61,63097;7,579783916;107261;6855494
75;22;0;1001;1;Gilja;61,54969025;7,621135235;108417;6846231
75;23;0;1001;1;Krokenelv;61,3470192;7,398218155;93991;6825127
75;24;0;1001;1;Øygarden;61,46089172;7,461806774;98843;6837357
75;28;0;1001;1;Feigumfoss;61,38168335;7,445110798;96935;6828679
75;43;0;1001;1;Ringsdal;61,48576736;7,784169197;116254;6838171
76;1;0;1001;0;Kroken;61,65180588;7,28239584;91848;6859637
76;3;0;1001;1;Fondøla;61,43582916;7,24553299;87039;6835932
76;4;0;1001;0;Leirdal;61,4703331;7,206048012;85404;6840008
76;5;0;1001;0;Nigardsbrevatn;61,6665535;7,241906166;89910;6861527
76;7;0;1001;1;Nigardsbreelv;61,67421341;7,209346771;88297;6862582
76;10;0;1001;1;Myklemyr;61,5073967;7,273677826;89479;6843686
76;11;0;1001;1;Vigdøla;61,50817871;7,327950001;92363;6843431
76;14;0;1001;1;Fåbergstøl;61,71100998;7,350989819;96240;6865771
76;15;0;1001;1;Bruvollelvi;61,68200684;7,397538185;98311;6862266
76;32;0;1001;0;Tunsbergdalsvatn;61,46457672;7,17822504;83852;6839547
77;2;0;1001;1;Veitestrandsvatn;61,3690834;7,090223789;77895;6829532
77;3;0;1001;1;Sogndalsvatn;61,2978363;7,006807804;72486;6822181
77;20;0;1001;1;Henjaelvi ved Flotande;61,23227692;6,849142075;63172;6815964
77;21;0;1001;1;Grindselvi;61,20993805;6,745707989;57335;6814187
78;2;0;1001;1;Suphellerelv;61,43437195;6,776820183;62149;6838836
78;3;0;1001;0;Bøyumselv;61,45228577;6,742162228;60564;6841054
78;8;0;1001;0;Bøyumselv;61,44869995;6,742683887;60541;6840653
78;12;0;1001;1;Mel;61,33755875;6,560866833;49299;6829589
79;1;0;1001;1;Nessadalsvatn;61,16313934;6,284612179;32012;6812227
79;3;0;1001;1;Nessedalselv;61,15987015;6,278385162;31630;6811910
80;3;0;1001;1;Bøvatn;61,19983673;5,786171913;5946;6819968
80;4;0;1001;1;Ullebøelv;61,20324326;5,785525799;5965;6820350
81;1;0;1001;1;Hersvikvatn (Hagevatnet);61,1352005;4,937115192;-40448;6819567
82;1;0;1001;0;Nautsundvatn;61,25066757;5,395773888;-14050;6828611
82;3;0;1001;0;Håland bru;61,33520508;5,415047169;-11640;6837804
82;4;0;1001;0;Nautsundvatn;61,25289536;5,385350227;-14569;6828940
83;2;0;1001;1;Viksvatn (Hestadfjorden);61,3330574;5,886256218;13361;6833950
83;5;0;1001;1;Gjermundstad;61,3184967;6,237535954;31818;6829761
83;6;0;1001;1;Byttevatn;61,34341049;6,346825123;38001;6831738
83;7;0;1001;1;Grønengstølsvatn;61,44324112;6,468958855;45951;6841930
83;8;0;1001;1;Yndestad;61,38048172;5,675849915;2935;6840787
83;11;0;1001;0;Haukedalsvatn ndf.;61,36549377;6,229646206;32103;6835020
83;12;0;1001;0;Haukedalsvatn ndf.;61,36568832;6,231594086;32209;6835027
83;13;0;1001;1;Nysnaelv;61,38555527;5,626603127;404;6841726
84;1;0;1001;1;Jølstervatn;61,49349594;6,113284111;27867;6850027
84;7;0;1001;1;Sægrova;61,53483582;6,493644238;48593;6851899
84;8;0;1001;0;Holsenvatn;61,43320084;6,052945137;23753;6843795
84;10;0;1001;1;Nesvatn;61,59517288;5,982876778;22539;6862231
84;11;0;1001;0;Hovefoss;61,53279114;5,752138138;9392;6857051
84;12;0;1001;1;Ytste Langvatn;61,61420822;6,158380985;32079;6863058
84;13;0;1001;1;Jølstra;61,44158936;6,005243778;21354;6845074
84;14;0;1001;1;Prestfossen;61,45969009;5,890852928;15577;6847924
84;15;0;1001;0;Jølstervatn ndf.;61,49060059;6,107237816;27503;6849751
84;19;0;1001;1;Sygnesandselva;61,52047729;6,586974144;53319;6849664
84;20;0;1001;0;Holsenvatn;61,43176651;6,064878941;24363;6843550
84;21;0;1001;1;Brulandsfoss ndf.;61,43655777;5,901169777;15763;6845288
84;30;0;1001;1;Lunde;61,51784134;6,636446953;55898;6849033
84;32;0;1001;1;Høgset i Jølstra;61,44934464;5,89580822;15678;6846743
85;1;0;1001;1;Norddal;61,64331436;5,375609875;-8660;6872170
85;2;0;1001;1;Blåmannsvatn;61,56560898;5,519804955;-2340;6862457
85;3;0;1001;1;Svartebotten;61,69178009;5,458040237;-3533;6876884
85;4;0;1001;1;Straumstad (Solheimsvatnet);61,64839554;5,444870949;-4935;6872190
85;5;0;1001;0;Sagefossen krv.;61,61513138;5,678173065;6801;6866717
85;5;0;1055;1;Sagefossen krv.;61,61513138;5,678173065;6801;6866717
85;12;0;1001;0;Eimhjellevatn;61,61709213;5,685039997;7194;6866882
85;13;0;1001;1;Storevatn;61,68011475;5,746359825;11422;6873387
86;1;0;1001;1;Risevatn;61,76268005;5,295063019;-10908;6885996
86;2;0;1001;1;Nedre Åskåra;61,79982758;5,664758205;9051;6887242
86;3;0;1001;1;Breelva v/Ålfotbreen;61,78348923;5,657990932;8435;6885487
86;4;0;1001;1;Gjengedalsvatn;61,66680527;6,054325104;27403;6869633
86;5;0;1001;1;Sørdalsvatn;61,79107285;5,637237072;7470;6886483
86;7;0;1001;1;Bortne;61,847332;5,410477161;-3471;6894447
86;10;0;1001;1;Åvatn (Ommedalsvatnet);61,71940613;5,921297073;21226;6876428
86;12;0;1001;1;Skjerdalselv;61,8156395;5,935550213;23471;6886968
86;23;0;1001;1;Breelva v/Ålfotbreen;61,78255463;5,660483837;8551;6885365
87;1;0;1001;1;Breimsvatn;61,75295639;6,286777973;40917;6877496
87;2;0;1001;0;Gloppenelva v/Eidsfoss;61,7568779;6,245151997;38792;6878226
87;3;0;1001;0;Gloppenelva v/Teita bru;61,72438049;6,511386871;52286;6872762
87;10;0;1001;0;Gloppenelv v/Bergheim;61,71860123;6,520636082;52688;6872059
88;2;0;1001;0;Nordre Oldevatn;61,7997551;6,824456215;69792;6878989
88;4;0;1001;1;Lovatn;61,85869217;6,889669895;74031;6885087
88;6;0;1001;1;Skjæringsdøla;61,93415833;7,238090992;93272;6891209
88;7;0;1001;0;Sunndøla;61,89821625;7,241947174;92994;6887202
88;8;0;1001;1;Vetledalsvatn;61,84775162;7,227735996;91578;6881699
88;10;0;1001;0;Strynsvatn;61,93043518;6,854231834;73180;6893268
88;11;0;1001;0;Strynsvatn;61,93126678;6,878946781;74482;6893197
88;12;0;1001;0;Strynsvatn;61,92858124;6,850551128;72962;6893087
88;14;0;1001;0;Sunndøla;61,89944077;7,232359886;92510;6887398
88;15;0;1001;1;Grasdøla;61,96665192;7,2570858;94696;6894691
88;16;0;1001;1;Hjelledøla;61,91642761;7,124724865;87112;6889962
88;29;0;1001;0;Floen;61,80501556;6,816493034;69448;6879625
88;30;0;1001;0;Nordre Oldevatn;61,79801941;6,828373909;69973;6878771
90;1;0;1001;1;Førdeelv;61,84174347;5,027637959;-23554;6896868
91;2;0;1001;1;Dalsbøvatn;62,16242981;5,166490078;-10883;6931180
91;3;0;1001;1;Ervik;62,16363907;5,110675812;-13745;6931757
92;3;0;1001;1;Gusdalsvatn;62,01762009;5,551054955;6637;6912186
93;2;0;1001;1;Brudevoll;62,0900116;5,776671886;19507;6918490
94;2;0;1001;1;Kaldvatn;62,04467773;6,395681858;50941;6909022
94;3;0;1001;0;Kaldvatn ndf.;62,03313065;6,402408123;51120;6907697
94;4;0;1001;0;Kolfossen;62,04824829;6,394420147;50928;6909426
94;10;0;1001;1;Steinkvivatn;62,00571442;5,80279398;19528;6908974
94;19;0;1001;1;Førdselva v/Gjersdal bru;62,06008148;6,352080822;48904;6911031
95;4;0;1001;1;Vatnevatnet;62,15726471;6,22337389;43688;6922690
96;3;0;1001;1;Hareidselv;62,36288071;6,006543159;35653;6946987
97;1;0;1001;1;Fetvatn (Fitjavatnet);62,33250046;6,592887878;65357;6939537
97;2;0;1001;1;Saurevatn;62,09780121;6,550189972;59743;6913840
97;4;0;1001;1;Skjåstad;62,06938171;6,468237877;55074;6911255
97;5;0;1001;0;Sleddalen;62,07259369;6,452403069;54299;6911720
97;7;0;1001;1;Standal;62,25737381;6,406829834;54666;6932489
98;2;0;1001;0;Øye;62,06637573;6,935566902;79310;6907794
98;4;0;1001;0;Øye ndf.;62,06818008;6,931252003;79110;6908022
99;1;0;1001;2;Onilsavatn;62,2191925;7,427195072;106860;6921633
99;2;0;1001;1;Heimste Kaldhussetervann;62,17515945;7,423720837;106106;6916773
99;3;0;1001;0;Øyen;62,20222092;7,475175858;109123;6919461
99;16;0;1001;1;Muldal;62,2546196;7,463862896;109217;6925338
100;1;0;1001;1;Valldøla v/Alstad;62,32934952;7,483213902;111185;6933505
100;8;0;1001;1;Langvatn;62,37322235;7,846374989;130453;6936236
101;1;0;1001;0;Engsetvatn;62,53139496;6,617669106;69509;6961392
101;2;0;1001;1;Engsetvatn ndf.;62,53320313;6,59224987;68236;6961762
102;1;0;1001;1;Hildreelv;62,60017776;6,344421864;56566;6970861
103;1;0;1001;2;Ulvåa v/Storhølen;62,28049469;8,117796898;143336;6924423
103;3;0;1001;2;Rauma v/Stuguflåten;62,27659988;8,153114319;145115;6923797
103;4;0;1001;0;Horgheim;62,47412109;7,782353878;128412;6947794
103;7;0;1001;2;Dalehaug;62,53802872;7,911923885;135845;6954142
103;10;0;1001;1;Mongevatn;62,44630814;7,892004967;133700;6944082
103;19;0;1001;0;Rauma v/Venge;62,50627136;7,763566971;127850;6951468
103;20;0;1001;1;Isa v/Morstøl bru;62,58323288;7,954072952;138554;6958919
103;21;0;1001;1;Krossan;62,22197342;8,326264381;153438;6916795
103;40;0;1001;0;Rauma v/Horgheim;62,47407913;7,78194809;128391;6947792
104;1;0;1001;2;Lille Eikesdalsvatn;62,45809555;8,228409767;151126;6943525
104;2;0;1001;1;Eikesdalsvatn;62,62742996;8,129364014;148046;6962851
104;3;0;1001;1;Aursjø;62,40506744;8,539843559;166540;6935992
104;7;0;1001;1;Mardøla;62,48936462;8,142684937;147091;6947460
104;9;0;1001;1;Stordalshølen;62,40175247;8,489589691;163915;6935885
104;15;0;1001;1;Leipåna;62,40710068;8,371455193;157893;6937099
104;16;0;1001;1;Finset;62,42121887;8,31888485;155350;6938946
104;17;0;1001;1;Mardalstjern;62,46405411;8,114327431;145335;6944808
104;18;0;1001;1;Mardalsvatn;62,49518204;8,069732666;143417;6948507
104;19;0;1001;1;Store Sandgrovvatn;62,41817093;8,098259926;143964;6939806
104;20;0;1001;1;Bruå;62,45874786;8,201719284;149762;6943741
104;22;0;1001;1;Midtre Mardalsvatn;62,50950241;8,07138443;143673;6950087
104;23;0;1001;1;Vistdal;62,69773483;7,96077919;140290;6971583
105;1;0;1001;2;Osenelv v/Øren;62,79320145;7,726065159;129534;6983503
107;2;0;1001;1;Hustad;62,95949173;7,105557919;100318;7005656
107;3;0;1001;1;Farstadelva v/Farstad;62,97362518;7,161428928;103328;7006875
108;3;0;1001;1;Trolldalsvatn;62,86121368;7,358559132;111780;6993213
109;3;0;1001;0;Elverhøy bru;62,64873886;8,694088936;177136;6962257
109;4;0;1001;1;Gjevilvatn;62,64731216;9,491959572;217895;6958352
109;7;0;1001;1;Festa;62,63116837;9,488767624;217578;6956572
109;9;0;1001;1;Driva v/Risefoss;62,51138306;9,592638969;221773;6942810
109;12;0;1001;1;Bruøy;62,52698135;9,080026627;195609;6946858
109;20;0;1001;1;Driva v/Grensehølen;62,57208633;9,159030914;200118;6951498
109;21;0;1001;1;Driva v/Svoni;62,25589371;9,543678284;216855;6914632
109;27;0;1001;1;Råhamran;62,57769775;8,832999229;183475;6953680
109;28;0;1001;1;Grynna;62,59347534;8,768107414;180322;6955752
109;29;0;1001;1;Dalavatn;62,6075592;8,734353065;178746;6957484
109;31;0;1001;1;Grøli;62,64251709;8,723409653;178566;6961420
109;35;0;1001;1;Håkådalselv;62,44451141;8,604706764;170315;6940037
109;42;0;1001;0;Driva v/Elverhøy bru;62,64873886;8,694088936;177136;6962257
110;1;0;1001;1;Karihola;63,12561798;7,702674866;132551;7020498
110;2;0;1001;1;Draget;63,12498093;7,792335033;137043;7019916
111;1;0;1001;3;Innerdalsvatn;62,7251358;8,744152069;180519;6970489
111;5;0;1001;0;Toåa v/Talgøyfoss;62,79663467;8,782686234;183251;6978237
111;6;0;1055;1;Skar kraftstasjon;62,83366013;8,300546646;159181;6984813
111;8;0;1001;1;Ålvundelva v/Nerdal;62,73136139;8,714754105;179089;6971327
111;9;0;1001;1;Søya v/Melhus;62,90028381;8,604899406;175363;6990631
111;10;0;1001;1;Nauståa;62,7826004;8,893099785;188716;6976140
112;5;0;1001;1;Løsetli;63,03476715;9,267214775;210250;7002398
112;6;0;1001;1;Sjursberget;62,98383331;8,915530205;191977;6998378
112;7;0;1001;1;Honstad;62,9936409;8,838522911;188192;6999839
112;8;0;1001;1;Rinna;62,98495483;9,407096863;216824;6996240
112;13;0;1001;2;Follsjø;62,98827362;9,146409988;203685;6997784
112;14;0;1001;2;Gråsjø;62,93264389;9,128404617;202210;6991689
112;17;0;1001;1;Harang bru;63,00180817;9,014196396;197147;6999905
112;31;0;1001;1;Rinna Dam;62,98725128;9,406812668;216832;6996496
113;3;0;1001;1;Grytåa v/Sletthølen;63,10614395;8,561487198;175462;7013702
113;3;0;1055;1;Grytåa v/Sletthølen;63,10614395;8,561487198;175462;7013702
114;1;0;1001;1;Myra;63,22524643;8,130175591;155202;7029171
117;2;0;1001;0;Valen;63,57430267;8,949250221;199888;7063788
117;3;0;1001;1;Larsskogvatn;63,56951904;8,924450874;198610;7063374
117;4;0;1001;0;Valen (Laksvatnet);63,57960129;8,961426735;200547;7064320
119;4;0;1001;0;Rovatn;63,25984573;9,02129364;200183;7028528
121;4;0;1001;1;Gagnåsvatn;63,28598785;9,692225456;234008;7028470
121;9;0;1001;1;Næverdal;62,69364166;10,1384964;251349;6960838
121;10;0;1001;0;Bjørset Dam;63,05500793;9,663000107;230406;7002923
121;13;0;1001;1;Grana;62,82587433;9,714753151;230918;6977241
121;14;0;1001;1;Svorksjøen;63,13573074;9,843359947;240224;7011150
121;20;0;1001;1;Åmot;63,14045715;9,816179276;238900;7011786
121;22;0;1001;0;Syrstad;63,03225327;9,727707863;233461;7000123
121;23;0;1001;1;Brattset;62,79463959;10,00277424;245290;6972597
121;25;0;1001;1;Kvikne;62,58490372;10,27742958;257558;6948218
121;26;0;1001;1;Storfossdammen;62,66767883;10,15214062;251828;6957899
121;29;0;1001;1;Gisnås;62,70465851;9,915028572;240033;6962945
121;39;0;1001;1;Storsteinhølen;63,05451202;9,645898819;229539;7002939
122;2;0;1001;1;Haga bru;63,06863403;10,28269482;261777;7001986
122;11;0;1001;1;Eggafoss;62,8901062;11,18387985;306061;6979097
122;13;0;1001;1;Økdalsmo bru;62,9136467;10,32979774;262898;6984578
122;14;0;1001;1;Lillebudal bru;62,82336426;10,54862881;273299;6973749
122;16;0;1001;1;Gaua;63,10216522;10,20299339;258036;7006013
122;17;0;1001;1;Hugdal bru;62,99406433;10,24643517;259333;6993830
122;19;0;1001;1;Ånøyen;63,24384308;10,16706944;257415;7021901
122;23;0;1001;1;Klett;63,32447052;10,30431175;264952;7030355
123;7;0;1001;1;Brøttem;63,24959564;10,50985336;274644;7021290
123;9;0;1001;1;Avtræt bru;63,20074463;10,95271683;296504;7014375
123;13;0;1001;0;Stokke;63,18902588;11,15518475;306597;7012445
123;14;0;1001;1;Fossan;63,0249176;11,67930698;331997;6992706
123;20;0;1001;0;Rate;63,38490295;10,39023304;269732;7036763
123;21;0;1001;1;Aune;63,05437851;11,57207394;326751;6996270
123;22;0;1001;1;Nordsetfoss;63,33203506;10,43343925;271468;7030729
123;24;0;1001;1;Rotla bru;63,19052124;11,18660831;308186;7012517
123;28;0;1001;0;Hokfossen;63,32643127;10,63803196;281652;7029392
123;29;0;1001;0;Svarttjørnbekken;63,32032013;10,64944363;282176;7028674
123;30;0;1001;0;Øvre Hestsjøbekk;63,31356049;10,63239002;281272;7027980
123;31;0;1001;1;Kjeldstad i Garbergelva;63,26616669;11,1310997;305905;7021101
123;34;0;1001;1;Kulset bru;63,20212555;11,05226517;301514;7014217
123;48;0;1001;0;Rethølen;63,04076004;11,65306664;330762;6994538
123;49;0;1001;0;Stokke limn.;63,19039917;11,15339947;306516;7012603
123;95;0;1001;1;Kobberdammen;63,42259598;10,28154087;264619;7041350
124;2;0;1001;1;Høggås bru;63,49292374;11,35831165;318730;7045669
124;3;0;1001;1;Tangfoss;63,39629745;11,78522301;339425;7033774
124;9;0;1001;1;Øvre Sona bru;63,42441177;11,27118111;313952;7038294
124;10;0;1001;1;Mannseter;63,35170364;11,67250443;333541;7029098
124;11;0;1001;1;Dalå;63,32516479;11,83542347;341540;7025730
124;12;0;1001;1;Hegra bru;63,46176147;11,11559963;306449;7042912
124;13;0;1001;1;Feren;63,56162643;11,94145584;348104;7051798
124;14;0;1001;1;Trøa;63,3882103;11,79549217;339893;7032848
124;15;0;1001;1;Børstad;63,46709061;11,05987263;303711;7043675
124;16;0;1001;0;Meråker (Samløp Funna);63,42704391;11,72158527;336424;7037358
124;16;0;1055;0;Meråker (Samløp Funna);63,42704391;11,72158527;336424;7037358
125;2;0;1001;1;Fossing;63,61081314;11,06167793;304786;7059661
126;1;0;1001;0;Floan bru;63,73136139;11,35390854;320026;7072217
126;2;0;1001;0;Engstad;63,68955612;11,15570068;309970;7068139
126;3;0;1001;1;Floan bru ovf.;63,7314415;11,35403728;320032;7072226
127;6;0;1001;0;Grunnfoss;63,79117966;11,80969334;342841;7077672
127;11;0;1001;1;Veravatn;63,78934097;12,32654285;368281;7076298
127;12;0;1001;1;Innsvatn;63,65647888;12,21072197;361931;7061748
127;13;0;1001;1;Dillfoss;63,76420212;11,76507282;340492;7074780
128;5;0;1001;1;Støafoss;64,01761627;11,71812534;339631;7103107
128;8;0;1001;1;Håkkadalbrua;64,02018738;11,50384331;329184;7103951
128;9;0;1001;0;Leksdalsvatn;63,90428162;11,56110668;331283;7090897
128;9;0;1001;2;Leksdalsvatn;63,90428162;11,56110668;331283;7090897
128;10;0;1001;1;Navlusfoss;64,24237823;12,43396759;375604;7126533
128;12;0;1001;1;Holobekken;63,82976151;11,64611912;335015;7082380
129;2;0;1001;1;Djuphølen;64,03846741;11,11689377;310420;7107080
131;1;0;1001;0;Oppgrande bru;63,81876373;10,9805479;302227;7083048
131;2;0;1001;1;Store Grønsjø;63,76617432;10,65073109;285618;7078263
132;4;0;1001;0;Storvatn - Svartelva;63,6415062;10,18675995;261732;7066042
132;5;0;1001;1;Storvatn-Svartelva ndf.;63,64293289;10,17405891;261117;7066248
133;2;0;1001;0;Rødsjø;63,78526688;10,23938656;265528;7081832
133;7;0;1001;0;Krinsvatn (Kringsvatnet);63,80408859;10,2319088;265316;7083953
134;3;0;1001;1;Teksdal;63,84913635;9,890685081;248950;7090260
135;1;0;1001;1;Stordalsvatn;63,97133636;10,29512596;269798;7102320
135;2;0;1001;1;Storvatn-Skjærva;63,92978668;10,35052395;272167;7097500
138;1;0;1001;1;Øyungen;64,24378204;11,08168697;310110;7130031
138;2;0;1001;1;Bergsenget;64,3442688;11,53043079;332451;7139952
139;3;0;1001;0;Formofoss;64,3993454;12,34681702;372111;7144187
139;5;0;1001;1;Namsvatn;64,99005127;13,58135605;433081;7208097
139;6;0;1001;1;Namsvatn ndf.;65,02558136;13,5323801;430863;7212108
139;10;0;1001;1;Tunnsjø ndf.;64,68537903;13,21050644;414631;7174597
139;13;0;1001;1;Grongstadvatn;64,5629425;12,19390965;365550;7162721
139;15;0;1001;1;Bjørnstad;65,01779175;13,25836372;417933;7211568
139;16;0;1001;0;Trangen;64,42961121;12,47935867;378631;7147297
139;17;0;1001;0;Bertnem;64,46806335;12,05867672;358584;7152450
139;19;0;1001;1;Iskvernfoss;64,56212616;12,59682655;384844;7161837
